comment_id,video_id,text,author_id,author,published_at,bot_probability
5cd4d482953cccf8831498f873fdd863,l7Mje6ZyWgE,I bet those fans had to take out payday loans to afford those eggs haha,UCl-aPNo2E3N0Nx0BYjhRcBQ,@SULTRY-o1c,2025-12-04T22:48:50Z,0.5280522336387719
49efe1ce783e3a758d8fb093df72903c,l7Mje6ZyWgE,Is this a surprise? They booed Santa...,UCAnux9H5RbGe48TNhdsaIzA,@edmo922,2025-12-04T23:33:51Z,0.4817107154556382
c2001ed15fb3b4928ae4bc7541ad44d8,5jLpYhqLK30,who let ardiis and zellsis in pgelow,UC5r8_qqA2Da9Ne5ZgokyOCw,@mooisdumb4849,2025-12-04T18:27:29Z,0.46269592744131555
2602a4bdce6891baa4dd61f517a94623,5jLpYhqLK30,@Sebbysebas i mean ardiis might be a racist and a giant weirdo but they're both british so does it really matter,UCnN7C4C6OMaQygJQjG5Kwjw,@fr4nky2,2025-12-04T19:34:10Z,0.43909206538519935
0b809f1695af023a675c9398a5430aaa,l7Mje6ZyWgE,"They were kids, teenagers",UCnRp3TGGxDpFG1V6wpNoOvw,@MrSir413,2025-12-04T22:39:21Z,0.4322239017070788
f75928768a5f2a1b4ee3cdab9dfe2891,l7Mje6ZyWgE,Eggs are 2$ a dozen by me what are you on about it’s not 2020 😂,UCI4AKatfKIm4RKoKi5Toz6A,@BrandonTK,2025-12-04T22:39:30Z,0.4294530958745008
65666787144c507df00c726392d350cd,l7Mje6ZyWgE,All 2 of them,UC_rtx1moSmJdZ-abMkJAf8Q,@TippityTop92,2025-12-04T23:33:46Z,0.4142393461836357
8b92838b5ea900d8af7cf4b6ee29f1a2,l7Mje6ZyWgE,Hurts is below average,UCuGNGoPyn_oWXKAbVi1QxSw,@jakenewbury7528,2025-12-04T22:48:56Z,0.4112195033866425
1c6ff76414d68287bcb5243fe9ffc710,5jLpYhqLK30,do you fw skibidi toilet,UC3-Jng8MeDUd7_Nxheu1w6w,@gorfmb,2025-12-04T18:27:35Z,0.39599307751790086
625461d4cce0bca1fb687e1c2fdd08f7,l7Mje6ZyWgE,I bet those fans had to take out payday loans to afford those eggs haha,UC7Hbh6_Td2h6S7ZXyuhZMQg,@fiedler230,2025-12-04T22:05:25Z,0.3875158351713389
4e29f377ff32d1d7e757f82b033843ca,5jLpYhqLK30,"so i wasn’t tripping, this actually was zellsis LOL",UCDM8VlJcLb7coJcVjfaFYXg,@sleptik,2025-12-04T23:14:44Z,0.3853469619755856
968e338ec0fd0a7731b953dc6c419fc7,l7Mje6ZyWgE,Their oc does suck,UCXPlAJSEH67cQxu4T56eWAA,@joncoyne6995,2025-12-04T23:38:19Z,0.37276981158822436
bc3709d3a7755c2df21523c21af63991,l7Mje6ZyWgE,"Check me out Pat. 
Want to put an American made cart in your production room there.",UCAOdtnA6UueljUCQxdZKLXg,@jacksgrace,2025-12-04T23:38:33Z,0.37104904857463206
054673b7a1341a718781e193f3bbfc2c,l7Mje6ZyWgE,Philly are the most trash fan base there is.,UCY0PkKmBmmnEIJf1439bVhw,@cameronhughes6382,2025-12-04T23:27:27Z,0.3559939046119024
597984a14840ee09a5eb392fe8f21cdb,5jLpYhqLK30,pro val i think,UCd6nHttzIa9Kvw8TDJrcs5Q,@dawnikari,2025-12-04T19:34:20Z,0.35107353948448167
774e26e33535c4bdbe78b42d1ff5cd20,l7Mje6ZyWgE,"​@louispalko691I understand, doesn't excuse the fans acting like a bunch of immature toddlers egging the offensive coordinators house",UCXUfg6-ykuvPkjl4ZlehBNA,@JulianRodriguez-sn6nr,2025-12-05T09:26:54Z,0.3498012102503907
7bcc9d75a55123c25af2447331b5c42e,l7Mje6ZyWgE,Santa better watch out.  The eagle fans are prime and ready.,UC1n-ffzuVhI0IRD_oA6x48g,@tuggboat321,2025-12-04T22:20:35Z,0.34651444897563
d99bdd39e101f352430e72c24e78fbca,5jLpYhqLK30,i used this to pregame my chem exam,UCmyiXrdUKyVgR1620chlVHg,@dinocream3919,2025-12-04T20:57:06Z,0.3421744612647353
4c32d4be6b151be8a3d1a8a5a893d1dd,l7Mje6ZyWgE,Philly coach needs to get it together,UCTvnFOul2MBTYvwtcmpMEpA,@500Mil1,2025-12-05T09:26:27Z,0.333191823826839
19797c055e7968883dc588012f55b4f4,5jLpYhqLK30,@marcsonic01 u not even lying too they have bill on the game,UCvhr2JLRFKA-Zac3od9WE8A,@Shuichi012,2025-12-04T20:56:51Z,0.3325711088382074
0a292fb15c3ad27d247d94028c98c6c5,l7Mje6ZyWgE,Scumbag fan base,UCcpN4T58CW0vdVYPAEAiemg,@Thebigcrab227,2025-12-04T22:04:51Z,0.33187707441659553
4eb9256b32fa6633fa15ac7849ed9c04,l7Mje6ZyWgE,I got chickens. F them eggs,UC_Rt0bkcUTh8Qli-A3eZk-g,@aron352352,2025-12-04T22:20:59Z,0.32373204008864903
122485c5d3a05f290beea256285cd4f7,5jLpYhqLK30,Make a wish lobby,UC3w_2Hs9wkJ25KqoayvPeLw,@HHYRAXX,2025-12-04T23:15:05Z,0.30856955977504297
425d84aa9a4bca6e3a0256e1fc2f2c2e,5jLpYhqLK30,"zellsis playfully teases a teammate about their Wingstop order for over eight minutes. The banter unfolds during intense Valorant gameplay, punctuated by detailed descriptions of the desired meal. Expect chaotic energy and competitive gaming alongside humorous commentary.",UCqbpx5_BEV6OjJR-W5umdoA,@engi-far4155,2025-12-04T22:36:56Z,0.26018903387445497
988f1fba545f4ee4ebeb45e79af02a13,5jLpYhqLK30,"zellsis playfully teases a teammate about their Wingstop order for over eight minutes. The banter unfolds during intense Valorant gameplay, punctuated by detailed descriptions of the desired meal. Expect chaotic energy and competitive gaming alongside humorous commentary",UCbI8LrdZd3bcsYqke7iy_nw,@iyasusmile,2025-12-04T19:09:37Z,0.2593840479844562
3615ffe65662a330ac952410c74ec8ae,l7Mje6ZyWgE,Should start throwing tomatoes at the game,UCQtiUyDgo8mM1DGk86s8frQ,@LaceyfordSeabiscuit,2025-12-04T23:28:01Z,0.2579248424613041
756130cb80b82ef8977131639b7bdc07,5jLpYhqLK30,DEI,UC3w_2Hs9wkJ25KqoayvPeLw,@HHYRAXX,2025-12-04T23:14:12Z,0.25743416371291644
8538c3c341fe8ddcefc9c2b3019baf34,l7Mje6ZyWgE,"@BrandonTKit’s not about how expensive the eggs are, it’s about how broke people in Philadelphia are😂",UC4wzxwf2GLOM65RukZuY_Aw,@rayjandkimk,2025-12-05T02:05:13Z,0.2570102478160363
