author_id,cluster_id,comment_count,videos_commented,comment_ids,avg_comment_bot_prob,final_bot_probability,cross_video_avg_sim,cross_video_max_sim,cross_video_high_sim_count,classification,cluster_confidence,cluster_bot_probability,individual_bot_probability
UCKNK94GclrIH3FYZLBI2cRQ,8,1,1,['7dcbeced6ba8ce3a5ee9b0a22ccfa03b'],0.5591750088610512,0.39481117045093805,0.14244653949442737,0.9780733992660362,1,likely_human,1.0,0.39481117045093805,0.5591750088610512
UCv98o9HUz3kb6_9bSShJaIA,30,1,1,['d2ee14ab47374a4c8c1af0c9eee0d55f'],0.5109327222899669,0.36483545504122467,0.16895868358238275,0.8178759001461879,0,likely_human,1.0,0.36483545504122467,0.5109327222899669
UCGEiUm1x-K8Q6AAaz0yVWhQ,44,1,1,['6eba3a2cbbaf0bdd88a085e6ea3308fe'],0.4918356852571766,0.3643930759820886,0.19377101137990244,0.8196065749085564,0,likely_human,1.0,0.3643930759820886,0.4918356852571766
UCGexNX1yvi-3MmXhcH1xuaw,44,1,1,['0072d356541baea0402af51f0117dae6'],0.49270988102411384,0.36427216064803786,0.18851279831559753,0.8196065749085564,0,likely_human,1.0,0.36427216064803786,0.49270988102411384
UCgdaS5MJDmYOwprwT4MCroA,-1,1,1,['c93b0c759b0610533ac4838b5b0f1717'],0.5328288528422254,0.35679512664445523,0.1262288183008345,0.859185922696398,1,likely_human,1.0,0.35679512664445523,0.5328288528422254
UCILdGJqmeYLMsyvqiN8yQQQ,34,1,1,['7f0464389cb8be7aecb808e45945fda2'],0.538333686515234,0.35636500572146845,0.2018226825582859,0.5653826527646907,0,likely_human,1.0,0.35636500572146845,0.538333686515234
UCAc93RdzK4YuCrBUbFYh2jw,70,1,1,['ba85bd1558f1658b1ffd3509a7334fbd'],0.5195581636968469,0.3537017637937139,0.15379805830496762,0.7305363877833099,0,likely_human,1.0,0.3537017637937139,0.5195581636968469
UCDKRkQW6QjLI2RqKIFSCaGQ,8,2,1,"['c08458cc39f916a2e013d140c4d2b36c', '66acd1b62931cdd819c3bce115fadf12']",0.4576304002013899,0.3528786261594655,0.15659389086281358,0.9780733992660362,1,likely_human,1.0,0.3528786261594655,0.4576304002013899
UCCRLYBDNXAG1fWGoUcjngsw,7,1,1,['ede51a93a40488126945f7ebddf193be'],0.5172405519045186,0.3501816594733809,0.18702918734862142,0.6118638472150311,0,likely_human,1.0,0.3501816594733809,0.5172405519045186
UCD-axlcKx-hjfImju3CoZLA,44,1,1,['14f6d676fa834434174f76209d0172dc'],0.47697185549350435,0.34889573068200075,0.1948238981482301,0.7290403725936726,0,likely_human,1.0,0.34889573068200075,0.47697185549350435
